Country Name,Country ISO3,Year,Indicator Name,Indicator Code,Value
Italy,ITA,2013,"Age dependency ratio, old (% of working-age population)",SP.POP.DPND.OL,33.4339950128716
Italy,ITA,2012,"Age dependency ratio, old (% of working-age population)",SP.POP.DPND.OL,32.6336756707139
Italy,ITA,2011,"Age dependency ratio, old (% of working-age population)",SP.POP.DPND.OL,31.911810036332
Italy,ITA,2010,"Age dependency ratio, old (% of working-age population)",SP.POP.DPND.OL,31.2991577744126
Italy,ITA,2009,"Age dependency ratio, old (% of working-age population)",SP.POP.DPND.OL,30.8210871084067
Italy,ITA,2008,"Age dependency ratio, old (% of working-age population)",SP.POP.DPND.OL,30.4708255120804
Italy,ITA,2007,"Age dependency ratio, old (% of working-age population)",SP.POP.DPND.OL,30.1839598015304
Italy,ITA,2006,"Age dependency ratio, old (% of working-age population)",SP.POP.DPND.OL,29.8634783623415
Italy,ITA,2005,"Age dependency ratio, old (% of working-age population)",SP.POP.DPND.OL,29.4481449840151
Italy,ITA,2004,"Age dependency ratio, old (% of working-age population)",SP.POP.DPND.OL,29.013587103864
Italy,ITA,2003,"Age dependency ratio, old (% of working-age population)",SP.POP.DPND.OL,28.5062844888448
Italy,ITA,2002,"Age dependency ratio, old (% of working-age population)",SP.POP.DPND.OL,27.9502505431398
Italy,ITA,2001,"Age dependency ratio, old (% of working-age population)",SP.POP.DPND.OL,27.3962154592618
Italy,ITA,2000,"Age dependency ratio, old (% of working-age population)",SP.POP.DPND.OL,26.8751247362821
Italy,ITA,1999,"Age dependency ratio, old (% of working-age population)",SP.POP.DPND.OL,26.2907122638855
Italy,ITA,1998,"Age dependency ratio, old (% of working-age population)",SP.POP.DPND.OL,25.7501788862312
Italy,ITA,1997,"Age dependency ratio, old (% of working-age population)",SP.POP.DPND.OL,25.2376017455302
Italy,ITA,1996,"Age dependency ratio, old (% of working-age population)",SP.POP.DPND.OL,24.7266911931222
Italy,ITA,1995,"Age dependency ratio, old (% of working-age population)",SP.POP.DPND.OL,24.1984244790124
Italy,ITA,1994,"Age dependency ratio, old (% of working-age population)",SP.POP.DPND.OL,23.6958868068278
Italy,ITA,1993,"Age dependency ratio, old (% of working-age population)",SP.POP.DPND.OL,23.1993493556789
Italy,ITA,1992,"Age dependency ratio, old (% of working-age population)",SP.POP.DPND.OL,22.6985917769986
Italy,ITA,1991,"Age dependency ratio, old (% of working-age population)",SP.POP.DPND.OL,22.1788666493391
Italy,ITA,1990,"Age dependency ratio, old (% of working-age population)",SP.POP.DPND.OL,21.6306961036052
Italy,ITA,1989,"Age dependency ratio, old (% of working-age population)",SP.POP.DPND.OL,21.1365077582564
Italy,ITA,1988,"Age dependency ratio, old (% of working-age population)",SP.POP.DPND.OL,20.5972584693047
Italy,ITA,1987,"Age dependency ratio, old (% of working-age population)",SP.POP.DPND.OL,20.0655626242591
Italy,ITA,1986,"Age dependency ratio, old (% of working-age population)",SP.POP.DPND.OL,19.6356638013163
Italy,ITA,1985,"Age dependency ratio, old (% of working-age population)",SP.POP.DPND.OL,19.3680178186359
Italy,ITA,1984,"Age dependency ratio, old (% of working-age population)",SP.POP.DPND.OL,19.4560785218433
Italy,ITA,1983,"Age dependency ratio, old (% of working-age population)",SP.POP.DPND.OL,19.7519354628294
Italy,ITA,1982,"Age dependency ratio, old (% of working-age population)",SP.POP.DPND.OL,20.1556894746732
Italy,ITA,1981,"Age dependency ratio, old (% of working-age population)",SP.POP.DPND.OL,20.4828283216827
Italy,ITA,1980,"Age dependency ratio, old (% of working-age population)",SP.POP.DPND.OL,20.597503665993
Italy,ITA,1979,"Age dependency ratio, old (% of working-age population)",SP.POP.DPND.OL,20.587679726385
Italy,ITA,1978,"Age dependency ratio, old (% of working-age population)",SP.POP.DPND.OL,20.3584623905048
Italy,ITA,1977,"Age dependency ratio, old (% of working-age population)",SP.POP.DPND.OL,19.9626076950823
Italy,ITA,1976,"Age dependency ratio, old (% of working-age population)",SP.POP.DPND.OL,19.5121718876725
Italy,ITA,1975,"Age dependency ratio, old (% of working-age population)",SP.POP.DPND.OL,19.0800094498514
Italy,ITA,1974,"Age dependency ratio, old (% of working-age population)",SP.POP.DPND.OL,18.7131286539488
Italy,ITA,1973,"Age dependency ratio, old (% of working-age population)",SP.POP.DPND.OL,18.359553105458
Italy,ITA,1972,"Age dependency ratio, old (% of working-age population)",SP.POP.DPND.OL,18.0128666209463
Italy,ITA,1971,"Age dependency ratio, old (% of working-age population)",SP.POP.DPND.OL,17.6553779382099
Italy,ITA,1970,"Age dependency ratio, old (% of working-age population)",SP.POP.DPND.OL,17.2751680294144
Italy,ITA,1969,"Age dependency ratio, old (% of working-age population)",SP.POP.DPND.OL,16.886001267722
Italy,ITA,1968,"Age dependency ratio, old (% of working-age population)",SP.POP.DPND.OL,16.5225773545356
Italy,ITA,1967,"Age dependency ratio, old (% of working-age population)",SP.POP.DPND.OL,16.1849376000991
Italy,ITA,1966,"Age dependency ratio, old (% of working-age population)",SP.POP.DPND.OL,15.8676395098858
Italy,ITA,1965,"Age dependency ratio, old (% of working-age population)",SP.POP.DPND.OL,15.5615627654555
Italy,ITA,1964,"Age dependency ratio, old (% of working-age population)",SP.POP.DPND.OL,15.3335219537123
Italy,ITA,1963,"Age dependency ratio, old (% of working-age population)",SP.POP.DPND.OL,15.1270479426779
Italy,ITA,1962,"Age dependency ratio, old (% of working-age population)",SP.POP.DPND.OL,14.9301024193236
Italy,ITA,1961,"Age dependency ratio, old (% of working-age population)",SP.POP.DPND.OL,14.7283340572527
Italy,ITA,1960,"Age dependency ratio, old (% of working-age population)",SP.POP.DPND.OL,14.5107825159843
Italy,ITA,2017,"Age dependency ratio, young (% of working-age population)",SP.POP.DPND.YG,21.3004461432181
Italy,ITA,2016,"Age dependency ratio, young (% of working-age population)",SP.POP.DPND.YG,21.3687931546511
Italy,ITA,2015,"Age dependency ratio, young (% of working-age population)",SP.POP.DPND.YG,21.4780478244381
Italy,ITA,2014,"Age dependency ratio, young (% of working-age population)",SP.POP.DPND.YG,21.489824394161
Italy,ITA,2013,"Age dependency ratio, young (% of working-age population)",SP.POP.DPND.YG,21.496341705102
Italy,ITA,2012,"Age dependency ratio, young (% of working-age population)",SP.POP.DPND.YG,21.4917088485733
Italy,ITA,2011,"Age dependency ratio, young (% of working-age population)",SP.POP.DPND.YG,21.4612455133832
Italy,ITA,2010,"Age dependency ratio, young (% of working-age population)",SP.POP.DPND.YG,21.3933629643917
Italy,ITA,2009,"Age dependency ratio, young (% of working-age population)",SP.POP.DPND.YG,21.3878463662302
Italy,ITA,2008,"Age dependency ratio, young (% of working-age population)",SP.POP.DPND.YG,21.3790307981688
Italy,ITA,2007,"Age dependency ratio, young (% of working-age population)",SP.POP.DPND.YG,21.3619045830932
Italy,ITA,2006,"Age dependency ratio, young (% of working-age population)",SP.POP.DPND.YG,21.3169771469484
Italy,ITA,2005,"Age dependency ratio, young (% of working-age population)",SP.POP.DPND.YG,21.2326369524916
Italy,ITA,2004,"Age dependency ratio, young (% of working-age population)",SP.POP.DPND.YG,21.2174838233944
Italy,ITA,2003,"Age dependency ratio, young (% of working-age population)",SP.POP.DPND.YG,21.1787832973859
Italy,ITA,2002,"Age dependency ratio, young (% of working-age population)",SP.POP.DPND.YG,21.1400047967868
Italy,ITA,2001,"Age dependency ratio, young (% of working-age population)",SP.POP.DPND.YG,21.1424473473287
Italy,ITA,2000,"Age dependency ratio, young (% of working-age population)",SP.POP.DPND.YG,21.2144628705503
Italy,ITA,1999,"Age dependency ratio, young (% of working-age population)",SP.POP.DPND.YG,21.2589684941086
Italy,ITA,1998,"Age dependency ratio, young (% of working-age population)",SP.POP.DPND.YG,21.3625486128617
Italy,ITA,1997,"Age dependency ratio, young (% of working-age population)",SP.POP.DPND.YG,21.5139820017028
Italy,ITA,1996,"Age dependency ratio, young (% of working-age population)",SP.POP.DPND.YG,21.6993515825394
Italy,ITA,1995,"Age dependency ratio, young (% of working-age population)",SP.POP.DPND.YG,21.9117370707629
Italy,ITA,1994,"Age dependency ratio, young (% of working-age population)",SP.POP.DPND.YG,22.209438159748
Italy,ITA,1993,"Age dependency ratio, young (% of working-age population)",SP.POP.DPND.YG,22.5550269247123
Italy,ITA,1992,"Age dependency ratio, young (% of working-age population)",SP.POP.DPND.YG,22.9601523914802
Italy,ITA,1991,"Age dependency ratio, young (% of working-age population)",SP.POP.DPND.YG,23.4362381250751
Italy,ITA,1990,"Age dependency ratio, young (% of working-age population)",SP.POP.DPND.YG,23.9786969987351
Italy,ITA,1989,"Age dependency ratio, young (% of working-age population)",SP.POP.DPND.YG,24.6965284670805
Italy,ITA,1988,"Age dependency ratio, young (% of working-age population)",SP.POP.DPND.YG,25.5014618569698
Italy,ITA,1987,"Age dependency ratio, young (% of working-age population)",SP.POP.DPND.YG,26.3758222655495
Italy,ITA,1986,"Age dependency ratio, young (% of working-age population)",SP.POP.DPND.YG,27.2900723427363
Italy,ITA,1985,"Age dependency ratio, young (% of working-age population)",SP.POP.DPND.YG,28.2262582231292
Italy,ITA,1984,"Age dependency ratio, young (% of working-age population)",SP.POP.DPND.YG,29.3385649599157
Italy,ITA,1983,"Age dependency ratio, young (% of working-age population)",SP.POP.DPND.YG,30.4767643536159
Italy,ITA,1982,"Age dependency ratio, young (% of working-age population)",SP.POP.DPND.YG,31.6268461600408
Italy,ITA,1981,"Age dependency ratio, young (% of working-age population)",SP.POP.DPND.YG,32.7883190991157
Italy,ITA,1980,"Age dependency ratio, young (% of working-age population)",SP.POP.DPND.YG,33.9480141144599
Italy,ITA,1979,"Age dependency ratio, young (% of working-age population)",SP.POP.DPND.YG,35.0073237836216
Italy,ITA,1978,"Age dependency ratio, young (% of working-age population)",SP.POP.DPND.YG,36.0030094390242
Italy,ITA,1977,"Age dependency ratio, young (% of working-age population)",SP.POP.DPND.YG,36.8721990561728
Italy,ITA,1976,"Age dependency ratio, young (% of working-age population)",SP.POP.DPND.YG,37.5219046404201
Italy,ITA,1975,"Age dependency ratio, young (% of working-age population)",SP.POP.DPND.YG,37.9106449891704
Italy,ITA,1974,"Age dependency ratio, young (% of working-age population)",SP.POP.DPND.YG,38.2739943603457
Italy,ITA,1973,"Age dependency ratio, young (% of working-age population)",SP.POP.DPND.YG,38.4193331493269
Italy,ITA,1972,"Age dependency ratio, young (% of working-age population)",SP.POP.DPND.YG,38.4127176895241
Italy,ITA,1971,"Age dependency ratio, young (% of working-age population)",SP.POP.DPND.YG,38.3745860762214
Italy,ITA,1970,"Age dependency ratio, young (% of working-age population)",SP.POP.DPND.YG,38.3835355886989
Italy,ITA,1969,"Age dependency ratio, young (% of working-age population)",SP.POP.DPND.YG,38.2269808764503
Italy,ITA,1968,"Age dependency ratio, young (% of working-age population)",SP.POP.DPND.YG,38.0793326193702
Italy,ITA,1967,"Age dependency ratio, young (% of working-age population)",SP.POP.DPND.YG,37.9468223648839
Italy,ITA,1966,"Age dependency ratio, young (% of working-age population)",SP.POP.DPND.YG,37.8175780258495
Italy,ITA,1965,"Age dependency ratio, young (% of working-age population)",SP.POP.DPND.YG,37.6705586145547
Italy,ITA,1964,"Age dependency ratio, young (% of working-age population)",SP.POP.DPND.YG,37.6970008471333
Italy,ITA,1963,"Age dependency ratio, young (% of working-age population)",SP.POP.DPND.YG,37.8572091441792
Italy,ITA,1962,"Age dependency ratio, young (% of working-age population)",SP.POP.DPND.YG,38.0990012757977
Italy,ITA,1961,"Age dependency ratio, young (% of working-age population)",SP.POP.DPND.YG,38.2797823773147
Italy,ITA,1960,"Age dependency ratio, young (% of working-age population)",SP.POP.DPND.YG,38.3216734462372
Italy,ITA,2017,Number of infant deaths,SH.DTH.IMRT,1389
Italy,ITA,2016,Number of infant deaths,SH.DTH.IMRT,1436
Italy,ITA,2015,Number of infant deaths,SH.DTH.IMRT,1487
Italy,ITA,2014,Number of infant deaths,SH.DTH.IMRT,1542
Italy,ITA,2013,Number of infant deaths,SH.DTH.IMRT,1605
Italy,ITA,2012,Number of infant deaths,SH.DTH.IMRT,1675
Italy,ITA,2011,Number of infant deaths,SH.DTH.IMRT,1750
Italy,ITA,2010,Number of infant deaths,SH.DTH.IMRT,1824
Italy,ITA,2009,Number of infant deaths,SH.DTH.IMRT,1893
Italy,ITA,2008,Number of infant deaths,SH.DTH.IMRT,1952
Italy,ITA,2007,Number of infant deaths,SH.DTH.IMRT,2002
Italy,ITA,2006,Number of infant deaths,SH.DTH.IMRT,2051
Italy,ITA,2005,Number of infant deaths,SH.DTH.IMRT,2102
Italy,ITA,2004,Number of infant deaths,SH.DTH.IMRT,2162
Italy,ITA,2003,Number of infant deaths,SH.DTH.IMRT,2231
Italy,ITA,2002,Number of infant deaths,SH.DTH.IMRT,2313
Italy,ITA,2001,Number of infant deaths,SH.DTH.IMRT,2408
Italy,ITA,2000,Number of infant deaths,SH.DTH.IMRT,2517
Italy,ITA,1999,Number of infant deaths,SH.DTH.IMRT,2647
Italy,ITA,1998,Number of infant deaths,SH.DTH.IMRT,2806
Italy,ITA,1997,Number of infant deaths,SH.DTH.IMRT,2995
Italy,ITA,1996,Number of infant deaths,SH.DTH.IMRT,3211
Italy,ITA,1995,Number of infant deaths,SH.DTH.IMRT,3451
Italy,ITA,1994,Number of infant deaths,SH.DTH.IMRT,3709
Italy,ITA,1993,Number of infant deaths,SH.DTH.IMRT,3977
Italy,ITA,1992,Number of infant deaths,SH.DTH.IMRT,4241
Italy,ITA,1991,Number of infant deaths,SH.DTH.IMRT,4482
Italy,ITA,1990,Number of infant deaths,SH.DTH.IMRT,4695
Italy,ITA,1989,Number of infant deaths,SH.DTH.IMRT,4904
Italy,ITA,1988,Number of infant deaths,SH.DTH.IMRT,5142
Italy,ITA,1987,Number of infant deaths,SH.DTH.IMRT,5434
Italy,ITA,1986,Number of infant deaths,SH.DTH.IMRT,5792
Italy,ITA,1985,Number of infant deaths,SH.DTH.IMRT,6229
Italy,ITA,1984,Number of infant deaths,SH.DTH.IMRT,6750
Italy,ITA,1983,Number of infant deaths,SH.DTH.IMRT,7359
Italy,ITA,1982,Number of infant deaths,SH.DTH.IMRT,8049
Italy,ITA,1981,Number of infant deaths,SH.DTH.IMRT,8821
Italy,ITA,1980,Number of infant deaths,SH.DTH.IMRT,9681
Italy,ITA,1979,Number of infant deaths,SH.DTH.IMRT,10672
Italy,ITA,1978,Number of infant deaths,SH.DTH.IMRT,11842
Italy,ITA,1977,Number of infant deaths,SH.DTH.IMRT,13241
Italy,ITA,1976,Number of infant deaths,SH.DTH.IMRT,14923
Italy,ITA,1975,Number of infant deaths,SH.DTH.IMRT,16899
Italy,ITA,1974,Number of infant deaths,SH.DTH.IMRT,19093
Italy,ITA,1973,Number of infant deaths,SH.DTH.IMRT,21379
Italy,ITA,1972,Number of infant deaths,SH.DTH.IMRT,23607
Italy,ITA,1971,Number of infant deaths,SH.DTH.IMRT,25626
Italy,ITA,1970,Number of infant deaths,SH.DTH.IMRT,27350
Italy,ITA,1969,Number of infant deaths,SH.DTH.IMRT,28792
Italy,ITA,1968,Number of infant deaths,SH.DTH.IMRT,30064
Italy,ITA,1967,Number of infant deaths,SH.DTH.IMRT,31247
Italy,ITA,1966,Number of infant deaths,SH.DTH.IMRT,32476
Italy,ITA,1965,Number of infant deaths,SH.DTH.IMRT,33805
Italy,ITA,1964,Number of infant deaths,SH.DTH.IMRT,35157
Italy,ITA,1963,Number of infant deaths,SH.DTH.IMRT,36428
Italy,ITA,1962,Number of infant deaths,SH.DTH.IMRT,37568
Italy,ITA,1961,Number of infant deaths,SH.DTH.IMRT,38518
Italy,ITA,1960,Number of infant deaths,SH.DTH.IMRT,39274
Italy,ITA,2017,International migrant stock (% of population),SM.POP.TOTL.ZS,
Italy,ITA,2016,International migrant stock (% of population),SM.POP.TOTL.ZS,
Italy,ITA,2015,International migrant stock (% of population),SM.POP.TOTL.ZS,9.6807677420957
Italy,ITA,2014,International migrant stock (% of population),SM.POP.TOTL.ZS,
Italy,ITA,2013,International migrant stock (% of population),SM.POP.TOTL.ZS,
Italy,ITA,2012,International migrant stock (% of population),SM.POP.TOTL.ZS,
Italy,ITA,2011,International migrant stock (% of population),SM.POP.TOTL.ZS,
Italy,ITA,2010,International migrant stock (% of population),SM.POP.TOTL.ZS,9.71318439967291
Italy,ITA,2009,International migrant stock (% of population),SM.POP.TOTL.ZS,
Italy,ITA,2008,International migrant stock (% of population),SM.POP.TOTL.ZS,
Italy,ITA,2007,International migrant stock (% of population),SM.POP.TOTL.ZS,
Italy,ITA,2006,International migrant stock (% of population),SM.POP.TOTL.ZS,
Italy,ITA,2005,International migrant stock (% of population),SM.POP.TOTL.ZS,6.74218944921741
Italy,ITA,2004,International migrant stock (% of population),SM.POP.TOTL.ZS,
Italy,ITA,2003,International migrant stock (% of population),SM.POP.TOTL.ZS,
Italy,ITA,2002,International migrant stock (% of population),SM.POP.TOTL.ZS,
Italy,ITA,2001,International migrant stock (% of population),SM.POP.TOTL.ZS,
Italy,ITA,2000,International migrant stock (% of population),SM.POP.TOTL.ZS,3.71267956800803
Italy,ITA,1999,International migrant stock (% of population),SM.POP.TOTL.ZS,
Italy,ITA,1998,International migrant stock (% of population),SM.POP.TOTL.ZS,
Italy,ITA,1997,International migrant stock (% of population),SM.POP.TOTL.ZS,
Italy,ITA,1996,International migrant stock (% of population),SM.POP.TOTL.ZS,
Italy,ITA,1995,International migrant stock (% of population),SM.POP.TOTL.ZS,3.1074050664025
Italy,ITA,1994,International migrant stock (% of population),SM.POP.TOTL.ZS,
Italy,ITA,1993,International migrant stock (% of population),SM.POP.TOTL.ZS,
Italy,ITA,1992,International migrant stock (% of population),SM.POP.TOTL.ZS,
Italy,ITA,1991,International migrant stock (% of population),SM.POP.TOTL.ZS,
Italy,ITA,1990,International migrant stock (% of population),SM.POP.TOTL.ZS,2.50531433742571
Italy,ITA,1989,International migrant stock (% of population),SM.POP.TOTL.ZS,
Italy,ITA,1988,International migrant stock (% of population),SM.POP.TOTL.ZS,
Italy,ITA,1987,International migrant stock (% of population),SM.POP.TOTL.ZS,
Italy,ITA,1986,International migrant stock (% of population),SM.POP.TOTL.ZS,
Italy,ITA,1985,International migrant stock (% of population),SM.POP.TOTL.ZS,
Italy,ITA,1984,International migrant stock (% of population),SM.POP.TOTL.ZS,
Italy,ITA,1983,International migrant stock (% of population),SM.POP.TOTL.ZS,
Italy,ITA,1982,International migrant stock (% of population),SM.POP.TOTL.ZS,
Italy,ITA,1981,International migrant stock (% of population),SM.POP.TOTL.ZS,
Italy,ITA,1980,International migrant stock (% of population),SM.POP.TOTL.ZS,
Italy,ITA,1979,International migrant stock (% of population),SM.POP.TOTL.ZS,
Italy,ITA,1978,International migrant stock (% of population),SM.POP.TOTL.ZS,
Italy,ITA,1977,International migrant stock (% of population),SM.POP.TOTL.ZS,
Italy,ITA,1976,International migrant stock (% of population),SM.POP.TOTL.ZS,
Italy,ITA,1975,International migrant stock (% of population),SM.POP.TOTL.ZS,
Italy,ITA,1974,International migrant stock (% of population),SM.POP.TOTL.ZS,
Italy,ITA,1973,International migrant stock (% of population),SM.POP.TOTL.ZS,
Italy,ITA,1972,International migrant stock (% of population),SM.POP.TOTL.ZS,
Italy,ITA,1971,International migrant stock (% of population),SM.POP.TOTL.ZS,
Italy,ITA,1970,International migrant stock (% of population),SM.POP.TOTL.ZS,
Italy,ITA,1969,International migrant stock (% of population),SM.POP.TOTL.ZS,
Italy,ITA,1968,International migrant stock (% of population),SM.POP.TOTL.ZS,
Italy,ITA,1967,International migrant stock (% of population),SM.POP.TOTL.ZS,
Italy,ITA,1966,International migrant stock (% of population),SM.POP.TOTL.ZS,
Italy,ITA,1965,International migrant stock (% of population),SM.POP.TOTL.ZS,
Italy,ITA,1964,International migrant stock (% of population),SM.POP.TOTL.ZS,
Italy,ITA,1963,International migrant stock (% of population),SM.POP.TOTL.ZS,
Italy,ITA,1962,International migrant stock (% of population),SM.POP.TOTL.ZS,
Italy,ITA,1961,International migrant stock (% of population),SM.POP.TOTL.ZS,
Italy,ITA,1960,International migrant stock (% of population),SM.POP.TOTL.ZS,
Italy,ITA,2017,Land area (sq. km),AG.LND.TOTL.K2,294140
Italy,ITA,2016,Land area (sq. km),AG.LND.TOTL.K2,294140
Italy,ITA,2015,Land area (sq. km),AG.LND.TOTL.K2,294140
Italy,ITA,2014,Land area (sq. km),AG.LND.TOTL.K2,294140
Italy,ITA,2013,Land area (sq. km),AG.LND.TOTL.K2,294140
Italy,ITA,2012,Land area (sq. km),AG.LND.TOTL.K2,294140
Italy,ITA,2011,Land area (sq. km),AG.LND.TOTL.K2,294140
Italy,ITA,2010,Land area (sq. km),AG.LND.TOTL.K2,294140
Italy,ITA,2009,Land area (sq. km),AG.LND.TOTL.K2,294140
Italy,ITA,2008,Land area (sq. km),AG.LND.TOTL.K2,294140
Italy,ITA,2007,Land area (sq. km),AG.LND.TOTL.K2,294140
Italy,ITA,2006,Land area (sq. km),AG.LND.TOTL.K2,294140
Italy,ITA,2005,Land area (sq. km),AG.LND.TOTL.K2,294140
Italy,ITA,2004,Land area (sq. km),AG.LND.TOTL.K2,294140
Italy,ITA,2003,Land area (sq. km),AG.LND.TOTL.K2,294140
Italy,ITA,2002,Land area (sq. km),AG.LND.TOTL.K2,294110
Italy,ITA,2001,Land area (sq. km),AG.LND.TOTL.K2,294110
Italy,ITA,2000,Land area (sq. km),AG.LND.TOTL.K2,294110
Italy,ITA,1999,Land area (sq. km),AG.LND.TOTL.K2,294110
Italy,ITA,1998,Land area (sq. km),AG.LND.TOTL.K2,294110
Italy,ITA,1997,Land area (sq. km),AG.LND.TOTL.K2,294110
Italy,ITA,1996,Land area (sq. km),AG.LND.TOTL.K2,294110
Italy,ITA,1995,Land area (sq. km),AG.LND.TOTL.K2,294110
Italy,ITA,1994,Land area (sq. km),AG.LND.TOTL.K2,294110
Italy,ITA,1993,Land area (sq. km),AG.LND.TOTL.K2,294110
Italy,ITA,1992,Land area (sq. km),AG.LND.TOTL.K2,294110
Italy,ITA,1991,Land area (sq. km),AG.LND.TOTL.K2,294110
Italy,ITA,1990,Land area (sq. km),AG.LND.TOTL.K2,294110
Italy,ITA,1989,Land area (sq. km),AG.LND.TOTL.K2,294110
Italy,ITA,1988,Land area (sq. km),AG.LND.TOTL.K2,294110
Italy,ITA,1987,Land area (sq. km),AG.LND.TOTL.K2,294110
Italy,ITA,1986,Land area (sq. km),AG.LND.TOTL.K2,294110
Italy,ITA,1985,Land area (sq. km),AG.LND.TOTL.K2,294110
Italy,ITA,1984,Land area (sq. km),AG.LND.TOTL.K2,294110
Italy,ITA,1983,Land area (sq. km),AG.LND.TOTL.K2,294110
Italy,ITA,1982,Land area (sq. km),AG.LND.TOTL.K2,294110
Italy,ITA,1981,Land area (sq. km),AG.LND.TOTL.K2,294110
Italy,ITA,1980,Land area (sq. km),AG.LND.TOTL.K2,294110
Italy,ITA,1979,Land area (sq. km),AG.LND.TOTL.K2,294110
Italy,ITA,1978,Land area (sq. km),AG.LND.TOTL.K2,294110
Italy,ITA,1977,Land area (sq. km),AG.LND.TOTL.K2,294110
Italy,ITA,1976,Land area (sq. km),AG.LND.TOTL.K2,294110
Italy,ITA,1975,Land area (sq. km),AG.LND.TOTL.K2,294110
Italy,ITA,1974,Land area (sq. km),AG.LND.TOTL.K2,294110
Italy,ITA,1973,Land area (sq. km),AG.LND.TOTL.K2,294110
Italy,ITA,1972,Land area (sq. km),AG.LND.TOTL.K2,294110
Italy,ITA,1971,Land area (sq. km),AG.LND.TOTL.K2,294110
