Country Name,Country ISO3,Year,Indicator Name,Indicator Code,Value
United States,USA,1979,"Population, total",SP.POP.TOTL,225055000
United States,USA,1978,"Population, total",SP.POP.TOTL,222585000
United States,USA,1977,"Population, total",SP.POP.TOTL,220239000
United States,USA,1976,"Population, total",SP.POP.TOTL,218035000
United States,USA,1975,"Population, total",SP.POP.TOTL,215973000
United States,USA,1974,"Population, total",SP.POP.TOTL,213854000
United States,USA,1973,"Population, total",SP.POP.TOTL,211909000
United States,USA,1972,"Population, total",SP.POP.TOTL,209896000
United States,USA,1971,"Population, total",SP.POP.TOTL,207661000
United States,USA,1970,"Population, total",SP.POP.TOTL,205052000
United States,USA,1969,"Population, total",SP.POP.TOTL,202677000
United States,USA,1968,"Population, total",SP.POP.TOTL,200706000
United States,USA,1967,"Population, total",SP.POP.TOTL,198712000
United States,USA,1966,"Population, total",SP.POP.TOTL,196560000
United States,USA,1965,"Population, total",SP.POP.TOTL,194303000
United States,USA,1964,"Population, total",SP.POP.TOTL,191889000
United States,USA,1963,"Population, total",SP.POP.TOTL,189242000
United States,USA,1962,"Population, total",SP.POP.TOTL,186538000
United States,USA,1961,"Population, total",SP.POP.TOTL,183691000
United States,USA,1960,"Population, total",SP.POP.TOTL,180671000
United States,USA,2018,"Age dependency ratio, old (% of working-age population)",SP.POP.DPND.OL,24.1644762736726
United States,USA,2017,"Age dependency ratio, old (% of working-age population)",SP.POP.DPND.OL,23.46961267658
United States,USA,2016,"Age dependency ratio, old (% of working-age population)",SP.POP.DPND.OL,22.7955883537936
United States,USA,2015,"Age dependency ratio, old (% of working-age population)",SP.POP.DPND.OL,22.1331104149771
United States,USA,2014,"Age dependency ratio, old (% of working-age population)",SP.POP.DPND.OL,21.50196408274
United States,USA,2013,"Age dependency ratio, old (% of working-age population)",SP.POP.DPND.OL,20.8996392436237
United States,USA,2012,"Age dependency ratio, old (% of working-age population)",SP.POP.DPND.OL,20.3364803204569
United States,USA,2011,"Age dependency ratio, old (% of working-age population)",SP.POP.DPND.OL,19.8333377338469
United States,USA,2010,"Age dependency ratio, old (% of working-age population)",SP.POP.DPND.OL,19.4027570843696
United States,USA,2009,"Age dependency ratio, old (% of working-age population)",SP.POP.DPND.OL,19.0551555750231
United States,USA,2008,"Age dependency ratio, old (% of working-age population)",SP.POP.DPND.OL,18.8031257513218
United States,USA,2007,"Age dependency ratio, old (% of working-age population)",SP.POP.DPND.OL,18.6295367815941
United States,USA,2006,"Age dependency ratio, old (% of working-age population)",SP.POP.DPND.OL,18.5027383135198
United States,USA,2005,"Age dependency ratio, old (% of working-age population)",SP.POP.DPND.OL,18.3971717478756
United States,USA,2004,"Age dependency ratio, old (% of working-age population)",SP.POP.DPND.OL,18.4058154067198
United States,USA,2003,"Age dependency ratio, old (% of working-age population)",SP.POP.DPND.OL,18.4442347840066
United States,USA,2002,"Age dependency ratio, old (% of working-age population)",SP.POP.DPND.OL,18.5060094531487
United States,USA,2001,"Age dependency ratio, old (% of working-age population)",SP.POP.DPND.OL,18.5853103574055
United States,USA,2000,"Age dependency ratio, old (% of working-age population)",SP.POP.DPND.OL,18.6729932460313
United States,USA,1999,"Age dependency ratio, old (% of working-age population)",SP.POP.DPND.OL,18.8245289675469
United States,USA,1998,"Age dependency ratio, old (% of working-age population)",SP.POP.DPND.OL,18.9896921299173
United States,USA,1997,"Age dependency ratio, old (% of working-age population)",SP.POP.DPND.OL,19.1504548044284
United States,USA,1996,"Age dependency ratio, old (% of working-age population)",SP.POP.DPND.OL,19.2831279213616
United States,USA,1995,"Age dependency ratio, old (% of working-age population)",SP.POP.DPND.OL,19.3684882413535
United States,USA,1994,"Age dependency ratio, old (% of working-age population)",SP.POP.DPND.OL,19.429283280493
United States,USA,1993,"Age dependency ratio, old (% of working-age population)",SP.POP.DPND.OL,19.4406192493078
United States,USA,1992,"Age dependency ratio, old (% of working-age population)",SP.POP.DPND.OL,19.4056770427405
United States,USA,1991,"Age dependency ratio, old (% of working-age population)",SP.POP.DPND.OL,19.3312874435632
United States,USA,1990,"Age dependency ratio, old (% of working-age population)",SP.POP.DPND.OL,19.2171707828778
United States,USA,1989,"Age dependency ratio, old (% of working-age population)",SP.POP.DPND.OL,19.0739289025313
United States,USA,1988,"Age dependency ratio, old (% of working-age population)",SP.POP.DPND.OL,18.904803114592
United States,USA,1987,"Age dependency ratio, old (% of working-age population)",SP.POP.DPND.OL,18.716699629606
United States,USA,1986,"Age dependency ratio, old (% of working-age population)",SP.POP.DPND.OL,18.5185761979017
United States,USA,1985,"Age dependency ratio, old (% of working-age population)",SP.POP.DPND.OL,18.3123549746692
United States,USA,1984,"Age dependency ratio, old (% of working-age population)",SP.POP.DPND.OL,18.1436836263836
United States,USA,1983,"Age dependency ratio, old (% of working-age population)",SP.POP.DPND.OL,17.9922411805999
United States,USA,1982,"Age dependency ratio, old (% of working-age population)",SP.POP.DPND.OL,17.857684501605
United States,USA,1981,"Age dependency ratio, old (% of working-age population)",SP.POP.DPND.OL,17.7275243436951
United States,USA,1980,"Age dependency ratio, old (% of working-age population)",SP.POP.DPND.OL,17.5834235536363
United States,USA,1979,"Age dependency ratio, old (% of working-age population)",SP.POP.DPND.OL,17.3874807644826
United States,USA,1978,"Age dependency ratio, old (% of working-age population)",SP.POP.DPND.OL,17.2030998309899
United States,USA,1977,"Age dependency ratio, old (% of working-age population)",SP.POP.DPND.OL,17.035545739596
United States,USA,1976,"Age dependency ratio, old (% of working-age population)",SP.POP.DPND.OL,16.8782091206821
United States,USA,1975,"Age dependency ratio, old (% of working-age population)",SP.POP.DPND.OL,16.712176780485
United States,USA,1974,"Age dependency ratio, old (% of working-age population)",SP.POP.DPND.OL,16.6441683969139
United States,USA,1973,"Age dependency ratio, old (% of working-age population)",SP.POP.DPND.OL,16.570250661818
United States,USA,1972,"Age dependency ratio, old (% of working-age population)",SP.POP.DPND.OL,16.4958439817412
United States,USA,1971,"Age dependency ratio, old (% of working-age population)",SP.POP.DPND.OL,16.4139851511457
United States,USA,1970,"Age dependency ratio, old (% of working-age population)",SP.POP.DPND.OL,16.3041360375381
United States,USA,1969,"Age dependency ratio, old (% of working-age population)",SP.POP.DPND.OL,16.2118808508638
United States,USA,1968,"Age dependency ratio, old (% of working-age population)",SP.POP.DPND.OL,16.089119181673
United States,USA,1967,"Age dependency ratio, old (% of working-age population)",SP.POP.DPND.OL,15.9481804268516
United States,USA,1966,"Age dependency ratio, old (% of working-age population)",SP.POP.DPND.OL,15.8024549726083
United States,USA,1965,"Age dependency ratio, old (% of working-age population)",SP.POP.DPND.OL,15.6545024638374
United States,USA,1964,"Age dependency ratio, old (% of working-age population)",SP.POP.DPND.OL,15.5841915246417
United States,USA,1963,"Age dependency ratio, old (% of working-age population)",SP.POP.DPND.OL,15.5168132027967
United States,USA,1962,"Age dependency ratio, old (% of working-age population)",SP.POP.DPND.OL,15.4422368803747
United States,USA,1961,"Age dependency ratio, old (% of working-age population)",SP.POP.DPND.OL,15.3326514413342
United States,USA,1960,"Age dependency ratio, old (% of working-age population)",SP.POP.DPND.OL,15.1621000734886
United States,USA,2018,"Age dependency ratio, young (% of working-age population)",SP.POP.DPND.YG,28.810130288357
United States,USA,2017,"Age dependency ratio, young (% of working-age population)",SP.POP.DPND.YG,28.7986618496378
United States,USA,2016,"Age dependency ratio, young (% of working-age population)",SP.POP.DPND.YG,28.8567597929418
United States,USA,2015,"Age dependency ratio, young (% of working-age population)",SP.POP.DPND.YG,29.0457912948033
United States,USA,2014,"Age dependency ratio, young (% of working-age population)",SP.POP.DPND.YG,29.2057570687886
United States,USA,2013,"Age dependency ratio, young (% of working-age population)",SP.POP.DPND.YG,29.4200356639911
United States,USA,2012,"Age dependency ratio, young (% of working-age population)",SP.POP.DPND.YG,29.67335461149
United States,USA,2011,"Age dependency ratio, young (% of working-age population)",SP.POP.DPND.YG,29.9367617848164
United States,USA,2010,"Age dependency ratio, young (% of working-age population)",SP.POP.DPND.YG,30.1731282740986
United States,USA,2009,"Age dependency ratio, young (% of working-age population)",SP.POP.DPND.YG,30.3865989279998
United States,USA,2008,"Age dependency ratio, young (% of working-age population)",SP.POP.DPND.YG,30.6443036520049
United States,USA,2007,"Age dependency ratio, young (% of working-age population)",SP.POP.DPND.YG,30.9216243648532
United States,USA,2006,"Age dependency ratio, young (% of working-age population)",SP.POP.DPND.YG,31.141537708483
United States,USA,2005,"Age dependency ratio, young (% of working-age population)",SP.POP.DPND.YG,31.2457903254458
United States,USA,2004,"Age dependency ratio, young (% of working-age population)",SP.POP.DPND.YG,31.6638704051164
United States,USA,2003,"Age dependency ratio, young (% of working-age population)",SP.POP.DPND.YG,31.9939304501115
United States,USA,2002,"Age dependency ratio, young (% of working-age population)",SP.POP.DPND.YG,32.2540508447548
United States,USA,2001,"Age dependency ratio, young (% of working-age population)",SP.POP.DPND.YG,32.5287135596357
United States,USA,2000,"Age dependency ratio, young (% of working-age population)",SP.POP.DPND.YG,32.8894688515911
United States,USA,1999,"Age dependency ratio, young (% of working-age population)",SP.POP.DPND.YG,33.1440865506577
United States,USA,1998,"Age dependency ratio, young (% of working-age population)",SP.POP.DPND.YG,33.3970866324256
United States,USA,1997,"Age dependency ratio, young (% of working-age population)",SP.POP.DPND.YG,33.6211287811719
United States,USA,1996,"Age dependency ratio, young (% of working-age population)",SP.POP.DPND.YG,33.7447077120851
United States,USA,1995,"Age dependency ratio, young (% of working-age population)",SP.POP.DPND.YG,33.7130273641934
United States,USA,1994,"Age dependency ratio, young (% of working-age population)",SP.POP.DPND.YG,33.7507129137299
United States,USA,1993,"Age dependency ratio, young (% of working-age population)",SP.POP.DPND.YG,33.6857324750511
United States,USA,1992,"Age dependency ratio, young (% of working-age population)",SP.POP.DPND.YG,33.5219345544895
United States,USA,1991,"Age dependency ratio, young (% of working-age population)",SP.POP.DPND.YG,33.2866687487411
United States,USA,1990,"Age dependency ratio, young (% of working-age population)",SP.POP.DPND.YG,33.0089924015713
United States,USA,1989,"Age dependency ratio, young (% of working-age population)",SP.POP.DPND.YG,32.9041983256465
United States,USA,1988,"Age dependency ratio, young (% of working-age population)",SP.POP.DPND.YG,32.7983497160896
United States,USA,1987,"Age dependency ratio, young (% of working-age population)",SP.POP.DPND.YG,32.7063731446394
United States,USA,1986,"Age dependency ratio, young (% of working-age population)",SP.POP.DPND.YG,32.6412983786759
United States,USA,1985,"Age dependency ratio, young (% of working-age population)",SP.POP.DPND.YG,32.6120895996315
United States,USA,1984,"Age dependency ratio, young (% of working-age population)",SP.POP.DPND.YG,32.8151026307868
United States,USA,1983,"Age dependency ratio, young (% of working-age population)",SP.POP.DPND.YG,33.0871572495035
United States,USA,1982,"Age dependency ratio, young (% of working-age population)",SP.POP.DPND.YG,33.4461626728882
United States,USA,1981,"Age dependency ratio, young (% of working-age population)",SP.POP.DPND.YG,33.9191779237465
United States,USA,1980,"Age dependency ratio, young (% of working-age population)",SP.POP.DPND.YG,34.5091792177563
United States,USA,1979,"Age dependency ratio, young (% of working-age population)",SP.POP.DPND.YG,35.248738439318
United States,USA,1978,"Age dependency ratio, young (% of working-age population)",SP.POP.DPND.YG,36.120921344939
United States,USA,1977,"Age dependency ratio, young (% of working-age population)",SP.POP.DPND.YG,37.0799712925657
United States,USA,1976,"Age dependency ratio, young (% of working-age population)",SP.POP.DPND.YG,38.0344159601517
United States,USA,1975,"Age dependency ratio, young (% of working-age population)",SP.POP.DPND.YG,38.9172150976644
United States,USA,1974,"Age dependency ratio, young (% of working-age population)",SP.POP.DPND.YG,40.221088071735
United States,USA,1973,"Age dependency ratio, young (% of working-age population)",SP.POP.DPND.YG,41.5197432775271
United States,USA,1972,"Age dependency ratio, young (% of working-age population)",SP.POP.DPND.YG,42.8045977548865
United States,USA,1971,"Age dependency ratio, young (% of working-age population)",SP.POP.DPND.YG,44.1038286305664
United States,USA,1970,"Age dependency ratio, young (% of working-age population)",SP.POP.DPND.YG,45.4507315177165
United States,USA,1969,"Age dependency ratio, young (% of working-age population)",SP.POP.DPND.YG,46.4893227801722
United States,USA,1968,"Age dependency ratio, young (% of working-age population)",SP.POP.DPND.YG,47.4311341027311
United States,USA,1967,"Age dependency ratio, young (% of working-age population)",SP.POP.DPND.YG,48.2740030503482
United States,USA,1966,"Age dependency ratio, young (% of working-age population)",SP.POP.DPND.YG,49.0347626144058
United States,USA,1965,"Age dependency ratio, young (% of working-age population)",SP.POP.DPND.YG,49.7231167744151
United States,USA,1964,"Age dependency ratio, young (% of working-age population)",SP.POP.DPND.YG,50.3432672998155
United States,USA,1963,"Age dependency ratio, young (% of working-age population)",SP.POP.DPND.YG,50.8789107923474
United States,USA,1962,"Age dependency ratio, young (% of working-age population)",SP.POP.DPND.YG,51.2577728264705
United States,USA,1961,"Age dependency ratio, young (% of working-age population)",SP.POP.DPND.YG,51.329108276432
United States,USA,1960,"Age dependency ratio, young (% of working-age population)",SP.POP.DPND.YG,50.9863185760537
United States,USA,2018,Number of infant deaths,SH.DTH.IMRT,
United States,USA,2017,Number of infant deaths,SH.DTH.IMRT,22943
United States,USA,2016,Number of infant deaths,SH.DTH.IMRT,23037
United States,USA,2015,Number of infant deaths,SH.DTH.IMRT,23184
United States,USA,2014,Number of infant deaths,SH.DTH.IMRT,23413
United States,USA,2013,Number of infant deaths,SH.DTH.IMRT,23742
United States,USA,2012,Number of infant deaths,SH.DTH.IMRT,24170
United States,USA,2011,Number of infant deaths,SH.DTH.IMRT,24677
United States,USA,2010,Number of infant deaths,SH.DTH.IMRT,25225
United States,USA,2009,Number of infant deaths,SH.DTH.IMRT,26116
United States,USA,2008,Number of infant deaths,SH.DTH.IMRT,26611
United States,USA,2007,Number of infant deaths,SH.DTH.IMRT,27015
United States,USA,2006,Number of infant deaths,SH.DTH.IMRT,27670
United States,USA,2005,Number of infant deaths,SH.DTH.IMRT,27869
United States,USA,2004,Number of infant deaths,SH.DTH.IMRT,27987
United States,USA,2003,Number of infant deaths,SH.DTH.IMRT,27717
United States,USA,2002,Number of infant deaths,SH.DTH.IMRT,27777
United States,USA,2001,Number of infant deaths,SH.DTH.IMRT,27852
United States,USA,2000,Number of infant deaths,SH.DTH.IMRT,27974
United States,USA,1999,Number of infant deaths,SH.DTH.IMRT,28496
United States,USA,1998,Number of infant deaths,SH.DTH.IMRT,28762
United States,USA,1997,Number of infant deaths,SH.DTH.IMRT,29426
United States,USA,1996,Number of infant deaths,SH.DTH.IMRT,30480
United States,USA,1995,Number of infant deaths,SH.DTH.IMRT,31568
United States,USA,1994,Number of infant deaths,SH.DTH.IMRT,32651
United States,USA,1993,Number of infant deaths,SH.DTH.IMRT,33692
United States,USA,1992,Number of infant deaths,SH.DTH.IMRT,34990
United States,USA,1991,Number of infant deaths,SH.DTH.IMRT,36187
United States,USA,1990,Number of infant deaths,SH.DTH.IMRT,36942
United States,USA,1989,Number of infant deaths,SH.DTH.IMRT,37924
United States,USA,1988,Number of infant deaths,SH.DTH.IMRT,38500
United States,USA,1987,Number of infant deaths,SH.DTH.IMRT,38693
United States,USA,1986,Number of infant deaths,SH.DTH.IMRT,39151
United States,USA,1985,Number of infant deaths,SH.DTH.IMRT,39541
United States,USA,1984,Number of infant deaths,SH.DTH.IMRT,39856
United States,USA,1983,Number of infant deaths,SH.DTH.IMRT,40405
United States,USA,1982,Number of infant deaths,SH.DTH.IMRT,41196
United States,USA,1981,Number of infant deaths,SH.DTH.IMRT,41952
United States,USA,1980,Number of infant deaths,SH.DTH.IMRT,43016
United States,USA,1979,Number of infant deaths,SH.DTH.IMRT,44143
United States,USA,1978,Number of infant deaths,SH.DTH.IMRT,45661
United States,USA,1977,Number of infant deaths,SH.DTH.IMRT,47612
United States,USA,1976,Number of infant deaths,SH.DTH.IMRT,49759
United States,USA,1975,Number of infant deaths,SH.DTH.IMRT,52410
United States,USA,1974,Number of infant deaths,SH.DTH.IMRT,55287
United States,USA,1973,Number of infant deaths,SH.DTH.IMRT,58378
United States,USA,1972,Number of infant deaths,SH.DTH.IMRT,61674
United States,USA,1971,Number of infant deaths,SH.DTH.IMRT,65199
United States,USA,1970,Number of infant deaths,SH.DTH.IMRT,68997
United States,USA,1969,Number of infant deaths,SH.DTH.IMRT,72803
United States,USA,1968,Number of infant deaths,SH.DTH.IMRT,76917
United States,USA,1967,Number of infant deaths,SH.DTH.IMRT,81314
United States,USA,1966,Number of infant deaths,SH.DTH.IMRT,85615
United States,USA,1965,Number of infant deaths,SH.DTH.IMRT,90073
United States,USA,1964,Number of infant deaths,SH.DTH.IMRT,94271
United States,USA,1963,Number of infant deaths,SH.DTH.IMRT,98423
United States,USA,1962,Number of infant deaths,SH.DTH.IMRT,102411
United States,USA,1961,Number of infant deaths,SH.DTH.IMRT,106130
United States,USA,1960,Number of infant deaths,SH.DTH.IMRT,109480
United States,USA,2018,International migrant stock (% of population),SM.POP.TOTL.ZS,
United States,USA,2017,International migrant stock (% of population),SM.POP.TOTL.ZS,
United States,USA,2016,International migrant stock (% of population),SM.POP.TOTL.ZS,
United States,USA,2015,International migrant stock (% of population),SM.POP.TOTL.ZS,14.4906535240608
United States,USA,2014,International migrant stock (% of population),SM.POP.TOTL.ZS,
United States,USA,2013,International migrant stock (% of population),SM.POP.TOTL.ZS,
United States,USA,2012,International migrant stock (% of population),SM.POP.TOTL.ZS,
United States,USA,2011,International migrant stock (% of population),SM.POP.TOTL.ZS,
United States,USA,2010,International migrant stock (% of population),SM.POP.TOTL.ZS,14.2584836388032
United States,USA,2009,International migrant stock (% of population),SM.POP.TOTL.ZS,
United States,USA,2008,International migrant stock (% of population),SM.POP.TOTL.ZS,
United States,USA,2007,International migrant stock (% of population),SM.POP.TOTL.ZS,
United States,USA,2006,International migrant stock (% of population),SM.POP.TOTL.ZS,
United States,USA,2005,International migrant stock (% of population),SM.POP.TOTL.ZS,13.2566831184215
United States,USA,2004,International migrant stock (% of population),SM.POP.TOTL.ZS,
United States,USA,2003,International migrant stock (% of population),SM.POP.TOTL.ZS,
United States,USA,2002,International migrant stock (% of population),SM.POP.TOTL.ZS,
United States,USA,2001,International migrant stock (% of population),SM.POP.TOTL.ZS,
United States,USA,2000,International migrant stock (% of population),SM.POP.TOTL.ZS,12.3063192386484
United States,USA,1999,International migrant stock (% of population),SM.POP.TOTL.ZS,
United States,USA,1998,International migrant stock (% of population),SM.POP.TOTL.ZS,
United States,USA,1997,International migrant stock (% of population),SM.POP.TOTL.ZS,
United States,USA,1996,International migrant stock (% of population),SM.POP.TOTL.ZS,
United States,USA,1995,International migrant stock (% of population),SM.POP.TOTL.ZS,10.6848170440958
United States,USA,1994,International migrant stock (% of population),SM.POP.TOTL.ZS,
United States,USA,1993,International migrant stock (% of population),SM.POP.TOTL.ZS,
United States,USA,1992,International migrant stock (% of population),SM.POP.TOTL.ZS,
United States,USA,1991,International migrant stock (% of population),SM.POP.TOTL.ZS,
United States,USA,1990,International migrant stock (% of population),SM.POP.TOTL.ZS,9.19566042513874
United States,USA,1989,International migrant stock (% of population),SM.POP.TOTL.ZS,
United States,USA,1988,International migrant stock (% of population),SM.POP.TOTL.ZS,
United States,USA,1987,International migrant stock (% of population),SM.POP.TOTL.ZS,
United States,USA,1986,International migrant stock (% of population),SM.POP.TOTL.ZS,
United States,USA,1985,International migrant stock (% of population),SM.POP.TOTL.ZS,
United States,USA,1984,International migrant stock (% of population),SM.POP.TOTL.ZS,
United States,USA,1983,International migrant stock (% of population),SM.POP.TOTL.ZS,
United States,USA,1982,International migrant stock (% of population),SM.POP.TOTL.ZS,
United States,USA,1981,International migrant stock (% of population),SM.POP.TOTL.ZS,
United States,USA,1980,International migrant stock (% of population),SM.POP.TOTL.ZS,
United States,USA,1979,International migrant stock (% of population),SM.POP.TOTL.ZS,
United States,USA,1978,International migrant stock (% of population),SM.POP.TOTL.ZS,
United States,USA,1977,International migrant stock (% of population),SM.POP.TOTL.ZS,
United States,USA,1976,International migrant stock (% of population),SM.POP.TOTL.ZS,
United States,USA,1975,International migrant stock (% of population),SM.POP.TOTL.ZS,
United States,USA,1974,International migrant stock (% of population),SM.POP.TOTL.ZS,
United States,USA,1973,International migrant stock (% of population),SM.POP.TOTL.ZS,
United States,USA,1972,International migrant stock (% of population),SM.POP.TOTL.ZS,
United States,USA,1971,International migrant stock (% of population),SM.POP.TOTL.ZS,
United States,USA,1970,International migrant stock (% of population),SM.POP.TOTL.ZS,
United States,USA,1969,International migrant stock (% of population),SM.POP.TOTL.ZS,
United States,USA,1968,International migrant stock (% of population),SM.POP.TOTL.ZS,
United States,USA,1967,International migrant stock (% of population),SM.POP.TOTL.ZS,
United States,USA,1966,International migrant stock (% of population),SM.POP.TOTL.ZS,
United States,USA,1965,International migrant stock (% of population),SM.POP.TOTL.ZS,
United States,USA,1964,International migrant stock (% of population),SM.POP.TOTL.ZS,
United States,USA,1963,International migrant stock (% of population),SM.POP.TOTL.ZS,
United States,USA,1962,International migrant stock (% of population),SM.POP.TOTL.ZS,
United States,USA,1961,International migrant stock (% of population),SM.POP.TOTL.ZS,
United States,USA,1960,International migrant stock (% of population),SM.POP.TOTL.ZS,
United States,USA,2018,Land area (sq. km),AG.LND.TOTL.K2,9147420
United States,USA,2017,Land area (sq. km),AG.LND.TOTL.K2,9147420
United States,USA,2016,Land area (sq. km),AG.LND.TOTL.K2,9147420
United States,USA,2015,Land area (sq. km),AG.LND.TOTL.K2,9147420
United States,USA,2014,Land area (sq. km),AG.LND.TOTL.K2,9147420
United States,USA,2013,Land area (sq. km),AG.LND.TOTL.K2,9147420
United States,USA,2012,Land area (sq. km),AG.LND.TOTL.K2,9147420
United States,USA,2011,Land area (sq. km),AG.LND.TOTL.K2,9147420
United States,USA,2010,Land area (sq. km),AG.LND.TOTL.K2,9147420
United States,USA,2009,Land area (sq. km),AG.LND.TOTL.K2,9147420
United States,USA,2008,Land area (sq. km),AG.LND.TOTL.K2,9147420
United States,USA,2007,Land area (sq. km),AG.LND.TOTL.K2,9161920
United States,USA,2006,Land area (sq. km),AG.LND.TOTL.K2,9161920
United States,USA,2005,Land area (sq. km),AG.LND.TOTL.K2,9161920
United States,USA,2004,Land area (sq. km),AG.LND.TOTL.K2,9161920
United States,USA,2003,Land area (sq. km),AG.LND.TOTL.K2,9161920
United States,USA,2002,Land area (sq. km),AG.LND.TOTL.K2,9161920
United States,USA,2001,Land area (sq. km),AG.LND.TOTL.K2,9161920
United States,USA,2000,Land area (sq. km),AG.LND.TOTL.K2,9161920
United States,USA,1999,Land area (sq. km),AG.LND.TOTL.K2,9158960
United States,USA,1998,Land area (sq. km),AG.LND.TOTL.K2,9158960
United States,USA,1997,Land area (sq. km),AG.LND.TOTL.K2,9158960
United States,USA,1996,Land area (sq. km),AG.LND.TOTL.K2,9158960
United States,USA,1995,Land area (sq. km),AG.LND.TOTL.K2,9158960
United States,USA,1994,Land area (sq. km),AG.LND.TOTL.K2,9158960
United States,USA,1993,Land area (sq. km),AG.LND.TOTL.K2,9158960
United States,USA,1992,Land area (sq. km),AG.LND.TOTL.K2,9158960
United States,USA,1991,Land area (sq. km),AG.LND.TOTL.K2,9158960
United States,USA,1990,Land area (sq. km),AG.LND.TOTL.K2,9158960
United States,USA,1989,Land area (sq. km),AG.LND.TOTL.K2,9158960
United States,USA,1988,Land area (sq. km),AG.LND.TOTL.K2,9158960
United States,USA,1987,Land area (sq. km),AG.LND.TOTL.K2,9158960
United States,USA,1986,Land area (sq. km),AG.LND.TOTL.K2,9158960
United States,USA,1985,Land area (sq. km),AG.LND.TOTL.K2,9158960
United States,USA,1984,Land area (sq. km),AG.LND.TOTL.K2,9158960
United States,USA,1983,Land area (sq. km),AG.LND.TOTL.K2,9158960
United States,USA,1982,Land area (sq. km),AG.LND.TOTL.K2,9158960
United States,USA,1981,Land area (sq. km),AG.LND.TOTL.K2,9158960
United States,USA,1980,Land area (sq. km),AG.LND.TOTL.K2,9158960
United States,USA,1979,Land area (sq. km),AG.LND.TOTL.K2,9158960
United States,USA,1978,Land area (sq. km),AG.LND.TOTL.K2,9158960
United States,USA,1977,Land area (sq. km),AG.LND.TOTL.K2,9158960
United States,USA,1976,Land area (sq. km),AG.LND.TOTL.K2,9158960
United States,USA,1975,Land area (sq. km),AG.LND.TOTL.K2,9158960
United States,USA,1974,Land area (sq. km),AG.LND.TOTL.K2,9158960
United States,USA,1973,Land area (sq. km),AG.LND.TOTL.K2,9158960
United States,USA,1972,Land area (sq. km),AG.LND.TOTL.K2,9158960
United States,USA,1971,Land area (sq. km),AG.LND.TOTL.K2,9158960
United States,USA,1970,Land area (sq. km),AG.LND.TOTL.K2,9158960
United States,USA,1969,Land area (sq. km),AG.LND.TOTL.K2,9158960
United States,USA,1968,Land area (sq. km),AG.LND.TOTL.K2,9158960
United States,USA,1967,Land area (sq. km),AG.LND.TOTL.K2,9158960
United States,USA,1966,Land area (sq. km),AG.LND.TOTL.K2,9158960
United States,USA,1965,Land area (sq. km),AG.LND.TOTL.K2,9158960
United States,USA,1964,Land area (sq. km),AG.LND.TOTL.K2,9158960
United States,USA,1963,Land area (sq. km),AG.LND.TOTL.K2,9158960
United States,USA,1962,Land area (sq. km),AG.LND.TOTL.K2,9158960
United States,USA,1961,Land area (sq. km),AG.LND.TOTL.K2,9158960
United States,USA,1960,Land area (sq. km),AG.LND.TOTL.K2,
